id,title,author,issue,volume,venue,page,pub_date,type,publisher,editor,omid,doi,pmid,other_id,pub_year,pub_month,pub_day
omid:br/06380161539 doi:10.1016/j.jare.2022.12.012,Genomes Of The Cosmopolitan Fruit Pest Bactrocera Dorsalis (Diptera: Tephritidae) Reveal Its Global Invasion History And Thermal Adaptation,"Badji, Kemo, De Meyer, Marc, Delatte, Hlne, Deschepper, Pablo, Feng, Shiqian, Guo, Shaokun, Jiang, Fan, Kasina, Muo, Kawi, Anastasia Priscilla, Li, Hu, Li, Zhihong, Liao, Zuxing, Liu, Lijun, Liu, Shanlin, Qin, Yujia, Said, Fazal, Singh, Sandeep, Syamsudin, Tati Suryati, Vanbergen, Sam, Virgilio, Massimiliano, Wee, Suk Ling, Zhang, Yue, Zhao, Yan, Zhao, Zihua, Van Sauers-Muller, Alies",,,Journal Of Advanced Research,,2022-12,journal article,Elsevier Bv,,omid:br/06380161539,doi:10.1016/j.jare.2022.12.012,,,2022.0,12.0,1.0
omid:br/06380161382 doi:10.1007/978-4-431-54300-8_4,Lens Epithelial Cell Proliferation,"Dawes, L. J., Iyengar, L., Lovicu, F. J., McAvoy, J. W.",,,Lens Epithelium And Posterior Capsular Opacification,59-80,2014,book chapter,Springer Science And Business Media Llc,,omid:br/06380161382,doi:10.1007/978-4-431-54300-8_4,,,2014.0,1.0,1.0
omid:br/06380166381 doi:10.1002/cplu.202200445,Luminescent Lanthanide Complexes For Effective OxygenSensing And Singlet Oxygen Generation,"Hasegawa, Yasuchika, Hosoya, Shota, Kitagawa, Yuichi, Nakai, Takuma, Shoji, Sunao",6,88,ChemPlusChem,,2023-02-09,journal article,Wiley,,omid:br/06380166381,doi:10.1002/cplu.202200445,,,2023.0,2.0,9.0
omid:br/06510134372 doi:10.21203/rs.3.rs-2320616/v1,"Transcriptomic, Histological And Biochemical Analyses Of Macrobrachium Nipponense Response To Acute Heat Stress","Fan, Yaoran, Feng, Jianbin, Li, Jiale, Ma, Keyi, Wu, Xiao",,,,,2022-12-01,web content,Research Square Platform Llc,,omid:br/06510134372,doi:10.21203/rs.3.rs-2320616/v1,,,2022.0,12.0,1.0
omid:br/06510134374 doi:10.1101/2022.11.29.518450,Transposable Elements Drive The Evolution Of Metazoan Zinc Finger Genes,"Chang, Ni-Chen, Coleman, Caitlyn, Feschotte, Cdric, Jin, Bozhou, McCormick, John, Ramos, Nathalie, Wells, Jonathan N.",,,,,2022-11-30,web content,Cold Spring Harbor Laboratory,,omid:br/06510134374,doi:10.1101/2022.11.29.518450,,,2022.0,11.0,30.0
omid:br/06510134199 doi:10.21203/rs.3.rs-2190736/v1,Parental Effects And Individual Experience Of Predation Risk Informs Growth And The Energy Budget Of Prey,"Jenkins, Stuart, Karythis, Simon, McCarthy, Ian, Noya, Luis Gimnez, Whiteley, Nia M",,,,,2022-12-01,web content,Research Square Platform Llc,,omid:br/06510134199,doi:10.21203/rs.3.rs-2190736/v1,,,2022.0,12.0,1.0
omid:br/06510136964 doi:10.1007/s00402-022-04752-3,"Modified Surgical Anchor Refixation In Older Patients With Acute Proximal Hamstring Rupture: Clinical Outcome, Patient Satisfaction And Muscle Strength","Bleichner, Niklas, Bhl, Linda, Chochol, Tom, Mndermann, Annegret, Nesch, Corina, Stoffel, Karl",8,143.0,Archives Of Orthopaedic And Trauma Surgery,4679-4688,2023-01-09,journal article,Springer Science And Business Media Llc,,omid:br/06510136964,doi:10.1007/s00402-022-04752-3,,,2023.0,1.0,9.0
omid:br/06510139954 doi:10.1111/jipb.13415,Phylogenomics And The Flowering Plant Tree Of Life,"Gao, Lian-Ming, Guo, Cen, Li, De-Zhu, Li, Hong-Tao, Luo, Yang, Yang, Jun-Bo, Yi, Ting-Shuang",2,65.0,Journal Of Integrative Plant Biology,299-323,2022-12-31,journal article,Wiley,,omid:br/06510139954,doi:10.1111/jipb.13415,,,2022.0,12.0,31.0
omid:br/06510139953 doi:10.1111/jipb.13505,Fusariumproduced Vitamin B6 Promotes The Evasion Of Soybean Resistance By Phytophthora Sojae,"Chen, Yun, Dong, Suomeng, Ma, Zhonghua, Tian, Qing, Wang, Shuchen, Wang, Yan, Wang, Yuanchao, Xu, Miao, Ye, Wenwu, Zeng, Dandan, Zhang, Xiaoyi, Zhang, Zhichao, Zheng, Xiaobo",9,65.0,Journal Of Integrative Plant Biology,2204-2217,2023-06-21,journal article,Wiley,,omid:br/06510139953,doi:10.1111/jipb.13505,,,2023.0,6.0,21.0
omid:br/06510139998 doi:10.1111/jipb.13469,"Genomic, Transcriptomic, And Metabolomic Analysis Of Oldenlandia Corymbosa Reveals The Biosynthesis And Mode Of Action Of AntiCancer Metabolites","Alseekh, Saleh, Beh, Ing T., Bozdech, Zbynek, Choo, Le M., Dziekan, Jerzy, Fernie, Alisdair, Julca, Irene, Kam, Antony, Kanagasundaram, Yoganathan, Khan, Zahra, Khew, Gillian, Lai, Soak Kuan, Lam, Yuen I., Li, Hoi Y., Lim, Shen K., Lim, Yoon P., Low, Yee W., Manoj, Vaishnervi, Mu, Yuguang, Mutwil, Marek, Mutwil-Anderwald, Daniela, Nuc, Przemyslaw, Schmidt, Maximilian, Shining, Loo, Tam, James P., Tan, Qiao W., Tjia, Seth, Usadel, Bjoern, Yang, Lay K.",6,65.0,Journal Of Integrative Plant Biology,1442-1466,2023-04-04,journal article,Wiley,,omid:br/06510139998,doi:10.1111/jipb.13469,,,2023.0,4.0,4.0
omid:br/06510139924 doi:10.1111/jipb.13464,Phylotranscriptomics Of Swertiinae (Gentianaceae) Reveals That Key Floral Traits Are Not Phylogenetically Correlated,"Chen, Chunlin, Duan, Yuanwen, He, Dashan, Hu, Quanjun, Li, Jialiang, Liu, Jianquan, Luo, Yue, Mao, Xingxing, Ruhfel, Brad R., Wang, Ji, Wang, Zefu, Xi, Zhenxiang, Xu, Xiaoting, Zhang, Lei, Zhang, Lushui",6,65.0,Journal Of Integrative Plant Biology,1490-1504,2023-03-24,journal article,Wiley,,omid:br/06510139924,doi:10.1111/jipb.13464,,,2023.0,3.0,24.0
omid:br/06510139922 doi:10.1111/jipb.13463,The MAX2KAI2 Module Promotes Salicylic AcidMediated Immune Responses In Arabidopsis,"Chen, Sique, Jia, Qi, Li, Weiqiang, Liu, Fangqian, Sun, Xinli, Yang, Xianfeng, Yue, Xinwu, Zheng, Xiujuan",6,65.0,Journal Of Integrative Plant Biology,1566-1584,2023-03-17,journal article,Wiley,,omid:br/06510139922,doi:10.1111/jipb.13463,,,2023.0,3.0,17.0
omid:br/062201169927 doi:10.1111/j.1365-2621.1991.tb04756.x,Lipid And Pigment Extraction From Mechanically Separated Seal Meat,"Synowiecki, Jozef, Shahidi, Fereidoon",5,56.0,Journal Of Food Science,1295-1297,1991-09,journal article,Wiley,,omid:br/062201169927,doi:10.1111/j.1365-2621.1991.tb04756.x,,,1991.0,9.0,1.0
omid:br/06270192781 doi:10.3390/genes14030624,The Complete Mitochondrial Genome Of Dendrogale Murina (Tupaiidae) And Phylogeny Of Scandentia,"Abramov, Alexei V., Abramson, Natalia, Bodrov, Semyon, Bondareva, Olga, Petrova, Tatyana",3,14.0,Genes,624-624,2023-03-01,journal article,Mdpi Ag,,omid:br/06270192781,doi:10.3390/genes14030624,,,2023.0,3.0,1.0
omid:br/06270192950 doi:10.3390/genes14040876,Chromosome-Level Genome Assembly Of The Blue Mussel Mytilus Chilensis Reveals Molecular Signatures Facing The Marine Environment,"Arriagada, Gloria, Figueras, Antonio, Gajardo, Gonzalo, Gallardo-Escrate, Cristian, Gerdol, Marco, Novoa, Beatriz, Nuez-Acua, Gustavo, Oyarzn, Pablo A., Roberts, Steven, Tapia, Fabian J., Toro, Jorge E., Valenzuela-Miranda, Diego, Valenzuela-Muoz, Valentina, Yvenes, Marco",4,14.0,Genes,876-876,2023-04-07,journal article,Mdpi Ag,,omid:br/06270192950,doi:10.3390/genes14040876,,,2023.0,4.0,7.0
omid:br/06270192773 doi:10.3390/genes14010028,Identifying Associations Between DCE-MRI Radiomic Features And Expression Heterogeneity Of Hallmark Pathways In Breast Cancer: A Multi-Center Radiogenomic Study,"Bai, Yunfei, Gu, Wanjun, Li, Fuyu, Liu, Hongde, Liu, Xiaoan, Liu, Yun, Ming, Wenlong, Sun, Xiao, Zhu, Yanhui",1,14.0,Genes,28-28,2022-12-22,journal article,Mdpi Ag,,omid:br/06270192773,doi:10.3390/genes14010028,,,2022.0,12.0,22.0
omid:br/06270192821 doi:10.3390/genes14030543,Heterochiasmy And Sex Chromosome Evolution In Silene,"Filatov, Dmitry A.",3,14.0,Genes,543-543,2023-02-22,journal article,Mdpi Ag,,omid:br/06270192821,doi:10.3390/genes14030543,,,2023.0,2.0,22.0
omid:br/06270193630 doi:10.3390/genes14010208,Weighted Gene Co-Expression Network Analysis Reveals Hub Genes For Fuzz Development In Gossypium Hirsutum,"Chen, Quanjia, Deng, Xiaojuan, Gao, Wenju, Geng, Shiwei, Jiao, Yang, Li, Chunpin, Li, Shengmei, Long, Yilei, Qu, Yanying, Sun, Peng, Xu, Kaixiang, Zhao, Fuxiang, Zhao, Jieyin",1,14.0,Genes,208-208,2023-01-13,journal article,Mdpi Ag,,omid:br/06270193630,doi:10.3390/genes14010208,,,2023.0,1.0,13.0
omid:br/06270193161 doi:10.3390/genes14081640,Transcriptomic Analysis Of Tobacco Plants In Response To Whitefly Infection,"Chen, Jian-Ping, Huang, Hai-Jian, Wang, Xiao-Jing, Wang, Xin, Wang, Yi-Zhe, Ye, Zhuang-Xin",8,14.0,Genes,1640-1640,2023-08-18,journal article,Mdpi Ag,,omid:br/06270193161,doi:10.3390/genes14081640,,,2023.0,8.0,18.0
omid:br/06270193642 doi:10.3390/genes14040887,Identification Of Compound Heterozygous EVC2 Gene Variants In Two Mexican Families With Ellisvan Creveld Syndrome,"Amato, Dante, Chima-Galn, Mara Del Carmen, Garrido-Guerrero, Efran, Mendoza-Ramos, Mara Isabel, Mndez-Catal, Claudia Fabiola, Mndez-Cruz, Adolfo Ren, Negrete-Torres, Nancy, Pozo-Molina, Glustein, Reyes-Reali, Julia, Sierra-Lpez, Ernesto Antonio, Snchez-Ramos, Janet, lvarez-Gonzlez, Isela",4,14.0,Genes,887-887,2023-04-09,journal article,Mdpi Ag,,omid:br/06270193642,doi:10.3390/genes14040887,,,2023.0,4.0,9.0
omid:br/06270193407 doi:10.3390/genes14071463,Exploring The Potential Role Of Ribosomal Proteins To Enhance Potato Resilience In The Face Of Changing Climatic Conditions,"Barraza, Aarn, Cabrera-Ponce, Jos Luis, Flores-Lpez, Jorge Abraham, Herrera-Isidrn, Lisset, Recoder-Melndez, Osiel Salvador, Uribe-Lpez, Braulio, Valencia-Lozano, Eliana",7,14.0,Genes,1463-1463,2023-07-18,journal article,Mdpi Ag,,omid:br/06270193407,doi:10.3390/genes14071463,,,2023.0,7.0,18.0
omid:br/06270193076 doi:10.3390/genes14051012,Lagging Strand Initiation Processes In DNA Replication Of EukaryotesStrings Of Highly Coordinated Reactions Governed By Multiprotein Complexes,"Nasheuer, Heinz-Peter, Onwubiko, Nichodemus O.",5,14.0,Genes,1012-1012,2023-04-29,journal article,Mdpi Ag,,omid:br/06270193076,doi:10.3390/genes14051012,,,2023.0,4.0,29.0
omid:br/06270193643 doi:10.3390/genes14040879,Genetic Screening Of Targeted Region On The Chromosome 22Q11.2 In Patients With Microtia And Congenital Heart Defect,"Ju, Jiahang, Pan, Bo, Si, Nuo, Wei, Hui, Xu, Qi, Yang, Yang, Zhu, Caiyun",4,14.0,Genes,879-879,2023-04-07,journal article,Mdpi Ag,,omid:br/06270193643,doi:10.3390/genes14040879,,,2023.0,4.0,7.0
omid:br/06270193392 doi:10.3390/genes14091710,Depiction Of The In Vitro And Genomic Basis Of Resistance To Hop And High Hydrostatic Pressure Of Lactiplantibacillus Plantarum Isolated From Spoiled Beer,"Bucka-Kolendo, Joanna, Doulgeraki, Agapi I., Galanis, Alex, Kiousi, Despoina Eugenia, Sokoowska, Barbara, Wojtczak, Adrian",9,14.0,Genes,1710-1710,2023-08-28,journal article,Mdpi Ag,,omid:br/06270193392,doi:10.3390/genes14091710,,,2023.0,8.0,28.0
omid:br/06270193262 doi:10.3390/genes14050997,Mimicked Mixing-Induced Heterogeneities Of Industrial Bioreactors Stimulate Long-Lasting Adaption Programs In Ethanol-Producing Yeasts,"Aniolek, Maria, Minden, Steven, Noorman, Henk, Takors, Ralf",5,14.0,Genes,997-997,2023-04-27,journal article,Mdpi Ag,,omid:br/06270193262,doi:10.3390/genes14050997,,,2023.0,4.0,27.0
omid:br/06270193474 doi:10.3390/genes14020353,Common Genetic Factors And Pathways In Alzheimers Disease And Ischemic Stroke: Evidences From GWAS,"Dong, Wei, Huang, Yue",2,14.0,Genes,353-353,2023-01-30,journal article,Mdpi Ag,,omid:br/06270193474,doi:10.3390/genes14020353,,,2023.0,1.0,30.0
omid:br/06270193265 doi:10.3390/genes14050989,Comprehensive RNA-Seq Analysis Pipeline For Non-Model Organisms And Its Application In Schmidtea Mediterranea,"Li, Sijun, Nong, Baoting, Songyang, Zhou, Wang, Yanzhi, Xiong, Yuanyan, Xu, Shuhua, Zhou, Weiping",5,14.0,Genes,989-989,2023-04-27,journal article,Mdpi Ag,,omid:br/06270193265,doi:10.3390/genes14050989,,,2023.0,4.0,27.0
omid:br/06270193395 doi:10.3390/genes14091678,An Enhanced Method For The Use Of Reptile Skin Sheds As A High-Quality DNA Source For Genome Sequencing,"Fu, Yeyizhou, Luo, Shu-Jin, Xu, Xiao, Zhuang, Yan",9,14.0,Genes,1678-1678,2023-08-25,journal article,Mdpi Ag,,omid:br/06270193395,doi:10.3390/genes14091678,,,2023.0,8.0,25.0
omid:br/06270193598 doi:10.3390/genes14010075,Loss Of Mitochondrial Genetic Diversity Despite Population Growth: The Legacy Of Past Wolf Population Declines,"Fernndez-Gil, A., Hofreiter, Michael, Leonard, Jennifer A., Lupiez-Corpas, Natividad, Preick, Michaela, Salado, Isabel, Vil, Carles",1,14.0,Genes,75-75,2022-12-26,journal article,Mdpi Ag,,omid:br/06270193598,doi:10.3390/genes14010075,,,2022.0,12.0,26.0
omid:br/06270193403 doi:10.3390/genes14030743,Past Connectivity But Recent Inbreeding In Cross River Gorillas Determined Using Whole Genomes From Single Hairs,"Alvarez-Estape, Marina, Bergl, Richard A., Bermejo, Magdalena, Fontsere, Claudia, Gunson, Jessica L., Higham, James P., Linder, Joshua M., Lizano, Esther, Marques-Bonet, Tomas, McFarland, Kelley, Oates, John F., Orkin, Joseph, Pawar, Harvinder, Sunderland-Groves, Jacqueline L., Trujillo, Amber E., Viaud-Martinez, Karine A.",3,14.0,Genes,743-743,2023-03-18,journal article,Mdpi Ag,,omid:br/06270193403,doi:10.3390/genes14030743,,,2023.0,3.0,18.0
omid:br/06270193661 doi:10.3390/genes14061281,Multi-Omics Pipeline And Omics-Integration Approach To Decipher Plants Abiotic Stress Tolerance Responses,"Kottakota, Chandrasekhar, Das, Soumya Prakash, Gupta, Amber, Kumar, Ajay, Parihar, Parul, Ramrao, Devade Pandurang, Roychowdhury, Rajib, Sarker, Umakanta, Sudhakar, Chinta",6,14.0,Genes,1281-1281,2023-06-16,journal article,Mdpi Ag,,omid:br/06270193661,doi:10.3390/genes14061281,,,2023.0,6.0,16.0
omid:br/06270193100 doi:10.3390/genes14030535,Genomic Insights Into The Origin Of A Thermotolerant Tomato Line And Identification Of Candidate Genes For Heat Stress,"Barone, Amalia, Francesca, Silvana, Graci, Salvatore, Rigano, Maria Manuela, Ruggieri, Valentino",3,14.0,Genes,535-535,2023-02-21,journal article,Mdpi Ag,,omid:br/06270193100,doi:10.3390/genes14030535,,,2023.0,2.0,21.0
omid:br/06270193488 doi:10.3390/genes13112130,WGCNA Analysis Revealed The Hub Genes Related To Soil Cadmium Stress In Maize Kernel (Zea Mays L.),"Deng, Min, Duan, Meijuan, Li, Yongjin, Luo, Hongbing, Lv, Dan, Yi, Zhenxie, Zhang, Ying",11,13.0,Genes,2130-2130,2022-11-16,journal article,Mdpi Ag,,omid:br/06270193488,doi:10.3390/genes13112130,,,2022.0,11.0,16.0
omid:br/06270193130 doi:10.3390/genes14030681,High Throughput SARS-CoV-2 Genome Sequencing From 384 Respiratory Samples Using The Illumina COVIDSeq Protocol,"Basco, Leonardo, Beye, Mamadou, Bogreau, Herv, Colson, Philippe, Fournier, Pierre-Edouard, Kacel, Idir, Papa Mze, Nasserdine, Sarr, Marima, Tola, Raphael",3,14.0,Genes,681-681,2023-03-09,journal article,Mdpi Ag,,omid:br/06270193130,doi:10.3390/genes14030681,,,2023.0,3.0,9.0
omid:br/06270193770 doi:10.1016/bs.ctdb.2023.03.001,Cell Polarity In The Protist-To-Animal Transition,"Booth, David S., Brunet, Thibaut",,,Current Topics In Developmental Biology,1-36,2023,book chapter,Elsevier Bv,,omid:br/06270193770,doi:10.1016/bs.ctdb.2023.03.001,,,2023.0,1.0,1.0
omid:br/06270193393 doi:10.3390/genes14091709,Identification Of Long Non-Coding RNA Profiles And Potential Therapeutic Agents For Fibrolamellar Carcinoma Based On RNA-Sequencing Data,"Kim, Janghyun, Kim, Young, Lee, Bora",9,14.0,Genes,1709-1709,2023-08-28,journal article,Mdpi Ag,,omid:br/06270193393,doi:10.3390/genes14091709,,,2023.0,8.0,28.0
omid:br/06510154527 doi:10.1093/jxb/erad042,Glutathione-mediated Thermomorphogenesis And Heat Stress Responses In Arabidopsis Thaliana,"Auverlot, Juline, Bariat, Laetitia, Dard, Avilien, Fontaine, Valentine, Picault, Nathalie, Pontvianne, Frdric, Reichheld, Jean-Philippe, Hirtz, Christophe, Weiss, Alize",8,74,Journal Of Experimental Botany,2707-2725,2023-01-30,journal article,Oxford University Press (Oup),"Foyer, Christine [omid:ra/06510437966]",omid:br/06510154527,doi:10.1093/jxb/erad042,,,2023.0,1.0,30.0
omid:br/06510154440 doi:10.1093/jxb/erad241,Oligogalactolipid Production During Cold Challenge Is Conserved In Early Diverging Lineages,"Barnes, Allison C, Liang, Zhikai, Mower, Jeffrey P, Myers, Jennifer L, Roston, Rebecca L, Schnable, James C, Surber, Samantha M",17,74,Journal Of Experimental Botany,5405-5417,2023-06-26,journal article,Oxford University Press (Oup),"Nakamura, Yuki [omid:ra/06510437451]",omid:br/06510154440,doi:10.1093/jxb/erad241,,,2023.0,6.0,26.0
omid:br/06510154351 doi:10.1093/jxb/erad183,Spatiotemporal Patterns Of Wheat Response To Pyrenophora Tritici-Repentis In Asymptomatic Regions Revealed By Transcriptomic And X-ray Fluorescence Microscopy Analyses,"Gibberd, Mark R, Gray, Sean, Hackett, Mark J, Khambatta, Karina, Moolhuijzen, Paula, Naim, Fatima, Paterson, David J, Sanglard, Lilian M V P, Zerihun, Ayalsew",15,74,Journal Of Experimental Botany,4707-4720,2023-05-18,journal article,Oxford University Press (Oup),"Wang, Wen-Ming [omid:ra/06510436937]",omid:br/06510154351,doi:10.1093/jxb/erad183,,,2023.0,5.0,18.0
omid:br/06510154465 doi:10.1093/jxb/erad129,A Leaf-Level Spectral Library To Support High-Throughput Plant Phenotyping: Predictive Accuracy And Model Transfer,"Ge, Yufeng, Schachtman, Daniel P, Schnable, James C, Wijewardane, Nuwan K, Yang, Jinliang, Zhang, Huichun",14,74,Journal Of Experimental Botany,4050-4062,2023-04-05,journal article,Oxford University Press (Oup),"Lunn, John [omid:ra/06510437627]",omid:br/06510154465,doi:10.1093/jxb/erad129,,,2023.0,4.0,5.0
omid:br/06510154391 doi:10.1093/jxb/erad065,Diversity And Roles Of Cysteine Desulfurases In Photosynthetic Organisms,"Caubrire, Damien, Couturier, Jrmy, Moseler, Anna, Rouhier, Nicolas",11,74,Journal Of Experimental Botany,3345-3360,2023-03-02,journal article,Oxford University Press (Oup),"Kopriva, Stanislav [omid:ra/06510437184]",omid:br/06510154391,doi:10.1093/jxb/erad065,,,2023.0,3.0,2.0
omid:br/06510154505 doi:10.1093/jxb/erad116,The Chlamydomonas Reinhardtii Chloroplast Envelope Protein LCIA Transports Bicarbonate In Planta,"Au, Eng Kee, Badger, Murray R., Bajsa-Hirschel, Joanna, Bala, Soumi, Frster, Britta, Kaines, Sarah, Kasili, Remmy W, LaPlace, Lillian M, Machingura, Marylou C, Massey, Baxter, Moroney, James V, Pabuayon, Isaiah C M, Price, G Dean, Rolland, Vivien, Rosati, Viviana C, Rourke, Loraine M, Stuart-Williams, Hilary, Weerasooriya, Hiruni N",12,74,Journal Of Experimental Botany,3651-3666,2023-03-29,journal article,Oxford University Press (Oup),"Lunn, John [omid:ra/06510437833]",omid:br/06510154505,doi:10.1093/jxb/erad116,,,2023.0,3.0,29.0
omid:br/06510154487 doi:10.1093/jxb/erad076,The Role Of SWEET4 Proteins In The Post-Phloem Sugar Transport Pathway Of Setaria Viridis Sink Tissues,"Chen, Lily, Danila, Florence, Furbank, Robert T, Ganguly, Diep R, Grof, Christopher P L, Shafik, Sarah H, Sharwood, Robert",10,74,Journal Of Experimental Botany,2968-2986,2023-03-08,journal article,Oxford University Press (Oup),"Liesche, Johannes [omid:ra/06510437725]",omid:br/06510154487,doi:10.1093/jxb/erad076,,,2023.0,3.0,8.0
omid:br/06510157731 doi:10.35709/ory.2022.59.4.12,AMMI Biplot Analysis For Stability In Early Maturity Group Of Rice (Oryza Sativa L.),"Anil, D, Fiyaz, R Abdul, Siddi, Sreedhar",4,59,June,492-503,2022-12-31,journal article,Association Of Rice Research Workers,,omid:br/06510157731,doi:10.35709/ory.2022.59.4.12,,,2022.0,12.0,31.0
omid:br/06510157956 doi:10.3389/fphys.2023.1112115,Unstable SpO2 In Preterm Infants: The Key Role Of Reduced Ventilation To Perfusion Ratio,"Choi, Y. Jane, Dassios, Theodore, Jones, J. Gareth, Lockwood, Geoffrey G., Pillow, J. Jane, Stoecklin, Benjamin",,14,Frontiers In Physiology,,2023-02-07,journal article,Frontiers Media Sa,,omid:br/06510157956,doi:10.3389/fphys.2023.1112115,,,2023.0,2.0,7.0
omid:br/06510157150 doi:10.22207/jpam.17.2.01,Evaluation Of Wound Healing Parameters And Antibacterial Effect Of Jojoba And Citrullus Colocynthis Oils In Staphylococcus Wound Infection Induced In Mice,"Abdelhady, Sherien A., Abdelwahab, Ibrahim A., Elbatouti, Gihan A., Farrage, Ebtehal, Yacout, Dalia M.",2,17,Journal Of Pure And Applied Microbiology,1255-1265,2023-03-23,journal article,Journal Of Pure And Applied Microbiology,,omid:br/06510157150,doi:10.22207/jpam.17.2.01,,,2023.0,3.0,23.0
omid:br/06510157524 doi:10.1007/978-3-031-37776-1_11,Artificial Intelligence And Machine Learning In The Power Sector,"Mhlanga, David",,,FinTech And Artificial Intelligence For Sustainable Development,241-261,2023,book chapter,Springer Science And Business Media Llc,,omid:br/06510157524,doi:10.1007/978-3-031-37776-1_11,,,2023.0,1.0,1.0
omid:br/06510157257 doi:10.1177/10664807231173693,"Parental Burnout, Quality Of Life, And Pregnancy During COVID-19","Holmes, Courtney M., Iwanaga, Kanako",,,The Family Journal,106648072311736-106648072311736,2023-05-07,journal article,Sage Publications,,omid:br/06510157257,doi:10.1177/10664807231173693,,,2023.0,5.0,7.0
